"","Date","30 yr fixed-rate"
"5","1971-04-02","7.33"
"6","1971-04-09","7.31"
"7","1971-04-16","7.31"
"8","1971-04-23","7.31"
"9","1971-04-30","7.29"
"10","1971-05-07","7.38"
"11","1971-05-14","7.42"
"12","1971-05-21","7.44"
"13","1971-05-28","7.46"
"14","1971-06-04","7.52"
"15","1971-06-11","7.52"
"16","1971-06-18","7.54"
"17","1971-06-25","7.54"
"18","1971-07-02","7.54"
"19","1971-07-09","7.54"
"20","1971-07-16","7.6"
"21","1971-07-23","7.65"
"22","1971-07-30","7.69"
"23","1971-08-06","7.66"
"24","1971-08-13","7.73"
"25","1971-08-20","7.71"
"26","1971-08-27","7.69"
"27","1971-09-03","7.71"
"28","1971-09-10","7.67"
"29","1971-09-17","7.7"
"30","1971-09-24","7.67"
"31","1971-10-01","7.67"
"32","1971-10-08","7.63"
"33","1971-10-15","7.63"
"34","1971-10-22","7.58"
"35","1971-10-29","7.63"
"36","1971-11-05","7.59"
"37","1971-11-12","7.56"
"38","1971-11-19","7.54"
"39","1971-11-26","7.51"
"40","1971-12-03","7.49"
"41","1971-12-10","7.47"
"42","1971-12-17","7.48"
"43","1971-12-24","7.48"
"44","1971-12-31","7.48"
"45","1972-01-07","7.46"
"46","1972-01-14","7.46"
"47","1972-01-21","7.43"
"48","1972-01-28","7.4"
"49","1972-02-04","7.35"
"50","1972-02-11","7.33"
"51","1972-02-18","7.31"
"52","1972-02-25","7.31"
"53","1972-03-03","7.32"
"54","1972-03-10","7.32"
"55","1972-03-17","7.31"
"56","1972-03-24","7.31"
"57","1972-03-31","7.23"
"58","1972-04-07","7.25"
"59","1972-04-14","7.29"
"60","1972-04-21","7.29"
"61","1972-04-28","7.33"
"62","1972-05-05","7.33"
"63","1972-05-12","7.38"
"64","1972-05-19","7.38"
"65","1972-05-26","7.4"
"66","1972-06-02","7.36"
"67","1972-06-09","7.38"
"68","1972-06-16","7.38"
"69","1972-06-23","7.36"
"70","1972-06-30","7.38"
"71","1972-07-07","7.38"
"72","1972-07-14","7.4"
"73","1972-07-21","7.4"
"74","1972-07-28","7.4"
"75","1972-08-04","7.35"
"76","1972-08-11","7.41"
"77","1972-08-18","7.42"
"78","1972-08-25","7.42"
"79","1972-09-01","7.42"
"80","1972-09-08","7.42"
"81","1972-09-15","7.42"
"82","1972-09-22","7.41"
"83","1972-09-29","7.43"
"84","1972-10-06","7.41"
"85","1972-10-13","7.41"
"86","1972-10-20","7.44"
"87","1972-10-27","7.42"
"88","1972-11-03","7.43"
"89","1972-11-10","7.42"
"90","1972-11-17","7.42"
"91","1972-11-24","7.44"
"92","1972-12-01","7.45"
"93","1972-12-08","7.43"
"94","1972-12-15","7.43"
"95","1972-12-22","7.45"
"96","1972-12-29","7.45"
"97","1973-01-05","7.44"
"98","1973-01-12","7.44"
"99","1973-01-19","7.44"
"100","1973-01-26","7.43"
"101","1973-02-02","7.43"
"102","1973-02-09","7.43"
"103","1973-02-16","7.45"
"104","1973-02-23","7.45"
"105","1973-03-02","7.45"
"106","1973-03-09","7.45"
"107","1973-03-16","7.45"
"108","1973-03-23","7.45"
"109","1973-03-30","7.49"
"110","1973-04-06","7.51"
"111","1973-04-13","7.54"
"112","1973-04-20","7.56"
"113","1973-04-27","7.56"
"114","1973-05-04","7.58"
"115","1973-05-11","7.64"
"116","1973-05-18","7.69"
"117","1973-05-24","7.7"
"118","1973-06-01","7.7"
"119","1973-06-08","7.73"
"120","1973-06-15","7.73"
"121","1973-06-22","7.75"
"122","1973-06-29","7.76"
"123","1973-07-06","7.89"
"124","1973-07-13","8.01"
"125","1973-07-20","8.1199999999999992"
"126","1973-07-27","8.18"
"127","1973-08-03","8.26"
"128","1973-08-10","8.4"
"129","1973-08-17","8.5500000000000007"
"130","1973-08-24","8.61"
"131","1973-08-31","8.66"
"132","1973-09-07","8.77"
"133","1973-09-14","8.81"
"134","1973-09-21","8.83"
"135","1973-09-28","8.85"
"136","1973-10-05","8.82"
"137","1973-10-12","8.83"
"138","1973-10-19","8.75"
"139","1973-10-26","8.68"
"140","1973-11-02","8.6199999999999992"
"141","1973-11-09","8.59"
"142","1973-11-16","8.58"
"143","1973-11-23","8.57"
"144","1973-11-30","8.5500000000000007"
"145","1973-12-07","8.5299999999999994"
"146","1973-12-14","8.5299999999999994"
"147","1973-12-21","8.5299999999999994"
"148","1973-12-28","8.56"
"149","1974-01-04","8.56"
"150","1974-01-11","8.5299999999999994"
"151","1974-01-18","8.5500000000000007"
"152","1974-01-25","8.52"
"153","1974-02-01","8.48"
"154","1974-02-08","8.4600000000000009"
"155","1974-02-15","8.4600000000000009"
"156","1974-02-22","8.42"
"157","1974-03-01","8.41"
"158","1974-03-08","8.41"
"159","1974-03-15","8.4"
"160","1974-03-22","8.4"
"161","1974-03-29","8.41"
"162","1974-04-05","8.44"
"163","1974-04-12","8.5299999999999994"
"164","1974-04-19","8.6300000000000008"
"165","1974-04-26","8.73"
"166","1974-05-03","8.8699999999999992"
"167","1974-05-10","8.98"
"168","1974-05-17","8.9700000000000006"
"169","1974-05-24","9.01"
"170","1974-05-31","9.0299999999999994"
"171","1974-06-07","9.06"
"172","1974-06-14","9.11"
"173","1974-06-21","9.07"
"174","1974-06-28","9.1"
"175","1974-07-05","9.14"
"176","1974-07-12","9.19"
"177","1974-07-19","9.3699999999999992"
"178","1974-07-26","9.42"
"179","1974-08-02","9.4700000000000006"
"180","1974-08-09","9.5"
"181","1974-08-16","9.6"
"182","1974-08-23","9.6199999999999992"
"183","1974-08-30","9.74"
"184","1974-09-06","9.8800000000000008"
"185","1974-09-13","9.92"
"186","1974-09-20","10"
"187","1974-09-27","10.029999999999999"
"188","1974-10-04","10.02"
"189","1974-10-11","9.9600000000000009"
"190","1974-10-18","9.99"
"191","1974-10-25","9.94"
"192","1974-11-01","9.8699999999999992"
"193","1974-11-08","9.81"
"194","1974-11-15","9.81"
"195","1974-11-22","9.73"
"196","1974-11-29","9.7200000000000006"
"197","1974-12-06","9.69"
"198","1974-12-13","9.6300000000000008"
"199","1974-12-20","9.58"
"200","1974-12-27","9.56"
"201","1975-01-03","9.6"
"202","1975-01-10","9.49"
"203","1975-01-17","9.43"
"204","1975-01-24","9.35"
"205","1975-01-31","9.2899999999999991"
"206","1975-02-07","9.1999999999999993"
"207","1975-02-14","9.1300000000000008"
"208","1975-02-21","9.07"
"209","1975-02-28","9.02"
"210","1975-03-07","9"
"211","1975-03-14","8.89"
"212","1975-03-21","8.86"
"213","1975-03-28","8.86"
"214","1975-04-04","8.83"
"215","1975-04-11","8.81"
"216","1975-04-18","8.8000000000000007"
"217","1975-04-25","8.84"
"218","1975-05-02","8.92"
"219","1975-05-09","8.8800000000000008"
"220","1975-05-16","8.92"
"221","1975-05-23","8.92"
"222","1975-05-30","8.89"
"223","1975-06-06","8.89"
"224","1975-06-13","8.9"
"225","1975-06-20","8.8800000000000008"
"226","1975-06-27","8.9"
"227","1975-07-03","8.8800000000000008"
"228","1975-07-11","8.9"
"229","1975-07-18","8.89"
"230","1975-07-25","8.89"
"231","1975-08-01","8.89"
"232","1975-08-08","8.89"
"233","1975-08-15","8.93"
"234","1975-08-22","8.98"
"235","1975-08-29","9.02"
"236","1975-09-05","9.08"
"237","1975-09-12","9.16"
"238","1975-09-19","9.14"
"239","1975-09-26","9.14"
"240","1975-10-03","9.1999999999999993"
"241","1975-10-10","9.2100000000000009"
"242","1975-10-17","9.2100000000000009"
"243","1975-10-24","9.26"
"244","1975-10-31","9.24"
"245","1975-11-07","9.19"
"246","1975-11-14","9.16"
"247","1975-11-21","9.1199999999999992"
"248","1975-11-28","9.11"
"249","1975-12-05","9.11"
"250","1975-12-12","9.11"
"251","1975-12-19","9.08"
"252","1975-12-26","9.09"
"253","1976-01-02","9.1"
"254","1976-01-09","9.07"
"255","1976-01-16","9.01"
"256","1976-01-23","9"
"257","1976-01-30","8.9"
"258","1976-02-06","8.86"
"259","1976-02-13","8.83"
"260","1976-02-20","8.81"
"261","1976-02-27","8.75"
"262","1976-03-05","8.77"
"263","1976-03-12","8.75"
"264","1976-03-19","8.75"
"265","1976-03-26","8.75"
"266","1976-04-02","8.6999999999999993"
"267","1976-04-09","8.6999999999999993"
"268","1976-04-16","8.75"
"269","1976-04-23","8.75"
"270","1976-04-30","8.75"
"271","1976-05-07","8.75"
"272","1976-05-14","8.75"
"273","1976-05-21","8.7799999999999994"
"274","1976-05-28","8.7799999999999994"
"275","1976-06-04","8.7799999999999994"
"276","1976-06-11","8.83"
"277","1976-06-18","8.8800000000000008"
"278","1976-06-25","8.9"
"279","1976-07-02","8.93"
"280","1976-07-09","8.93"
"281","1976-07-16","8.93"
"282","1976-07-23","8.9"
"283","1976-07-30","8.98"
"284","1976-08-06","9"
"285","1976-08-13","9"
"286","1976-08-20","9"
"287","1976-08-27","9"
"288","1976-09-03","9"
"289","1976-09-10","8.9700000000000006"
"290","1976-09-17","8.9700000000000006"
"291","1976-09-24","8.9700000000000006"
"292","1976-10-01","8.9"
"293","1976-10-08","8.9499999999999993"
"294","1976-10-15","8.9499999999999993"
"295","1976-10-22","8.9499999999999993"
"296","1976-10-29","8.9"
"297","1976-11-05","8.85"
"298","1976-11-12","8.8000000000000007"
"299","1976-11-19","8.8000000000000007"
"300","1976-11-26","8.8000000000000007"
"301","1976-12-03","8.8000000000000007"
"302","1976-12-10","8.8000000000000007"
"303","1976-12-17","8.8000000000000007"
"304","1976-12-24","8.7799999999999994"
"305","1976-12-31","8.7799999999999994"
"306","1977-01-07","8.6999999999999993"
"307","1977-01-14","8.73"
"308","1977-01-21","8.73"
"309","1977-01-28","8.73"
"310","1977-02-04","8.68"
"311","1977-02-11","8.6999999999999993"
"312","1977-02-18","8.65"
"313","1977-02-25","8.65"
"314","1977-03-04","8.65"
"315","1977-03-11","8.6999999999999993"
"316","1977-03-18","8.6999999999999993"
"317","1977-03-25","8.6999999999999993"
"318","1977-04-01","8.6999999999999993"
"319","1977-04-08","8.75"
"320","1977-04-15","8.75"
"321","1977-04-22","8.7799999999999994"
"322","1977-04-29","8.7799999999999994"
"323","1977-05-06","8.7799999999999994"
"324","1977-05-13","8.83"
"325","1977-05-20","8.85"
"326","1977-05-27","8.85"
"327","1977-06-03","8.85"
"328","1977-06-10","8.85"
"329","1977-06-17","8.85"
"330","1977-06-24","8.8800000000000008"
"331","1977-07-01","8.9499999999999993"
"332","1977-07-08","8.93"
"333","1977-07-15","8.9499999999999993"
"334","1977-07-22","8.9499999999999993"
"335","1977-07-29","8.93"
"336","1977-08-05","8.9499999999999993"
"337","1977-08-12","8.9499999999999993"
"338","1977-08-19","8.93"
"339","1977-08-26","8.93"
"340","1977-09-02","8.8800000000000008"
"341","1977-09-09","8.9"
"342","1977-09-16","8.9"
"343","1977-09-23","8.9"
"344","1977-09-30","8.9"
"345","1977-10-07","8.93"
"346","1977-10-14","8.93"
"347","1977-10-21","8.93"
"348","1977-10-28","8.9"
"349","1977-11-04","8.9"
"350","1977-11-11","8.93"
"351","1977-11-18","8.93"
"352","1977-11-25","8.93"
"353","1977-12-02","8.9499999999999993"
"354","1977-12-09","8.9499999999999993"
"355","1977-12-16","8.9499999999999993"
"356","1977-12-23","8.9499999999999993"
"357","1977-12-30","9"
"358","1978-01-06","9"
"359","1978-01-13","9.0299999999999994"
"360","1978-01-20","8.98"
"361","1978-01-27","9.0500000000000007"
"362","1978-02-03","9.1300000000000008"
"363","1978-02-10","9.15"
"364","1978-02-17","9.15"
"365","1978-02-24","9.15"
"366","1978-03-03","9.15"
"367","1978-03-10","9.15"
"368","1978-03-17","9.23"
"369","1978-03-24","9.23"
"370","1978-03-31","9.25"
"371","1978-04-07","9.2799999999999994"
"372","1978-04-14","9.33"
"373","1978-04-21","9.3800000000000008"
"374","1978-04-28","9.43"
"375","1978-05-05","9.48"
"376","1978-05-12","9.5500000000000007"
"377","1978-05-19","9.58"
"378","1978-05-26","9.68"
"379","1978-06-02","9.68"
"380","1978-06-09","9.6999999999999993"
"381","1978-06-16","9.73"
"382","1978-06-23","9.6999999999999993"
"383","1978-06-30","9.73"
"384","1978-07-07","9.73"
"385","1978-07-14","9.73"
"386","1978-07-21","9.75"
"387","1978-07-28","9.75"
"388","1978-08-04","9.7799999999999994"
"389","1978-08-11","9.7799999999999994"
"390","1978-08-18","9.7799999999999994"
"391","1978-08-25","9.8000000000000007"
"392","1978-09-01","9.75"
"393","1978-09-08","9.75"
"394","1978-09-15","9.75"
"395","1978-09-22","9.75"
"396","1978-09-29","9.7799999999999994"
"397","1978-10-06","9.85"
"398","1978-10-13","9.85"
"399","1978-10-20","9.85"
"400","1978-10-27","9.8800000000000008"
"401","1978-11-03","9.9"
"402","1978-11-10","10.050000000000001"
"403","1978-11-17","10.199999999999999"
"404","1978-11-24","10.28"
"405","1978-12-01","10.3"
"406","1978-12-08","10.35"
"407","1978-12-15","10.35"
"408","1978-12-22","10.35"
"409","1978-12-29","10.38"
"410","1979-01-05","10.38"
"411","1979-01-12","10.38"
"412","1979-01-19","10.4"
"413","1979-01-26","10.4"
"414","1979-02-02","10.4"
"415","1979-02-09","10.43"
"416","1979-02-16","10.4"
"417","1979-02-23","10.4"
"418","1979-03-02","10.43"
"419","1979-03-09","10.4"
"420","1979-03-16","10.4"
"421","1979-03-23","10.45"
"422","1979-03-30","10.45"
"423","1979-04-06","10.48"
"424","1979-04-13","10.48"
"425","1979-04-20","10.5"
"426","1979-04-27","10.53"
"427","1979-05-04","10.6"
"428","1979-05-11","10.68"
"429","1979-05-18","10.73"
"430","1979-05-25","10.75"
"431","1979-06-01","10.9"
"432","1979-06-08","11.03"
"433","1979-06-15","11.05"
"434","1979-06-22","11.1"
"435","1979-06-29","11.1"
"436","1979-07-06","11.13"
"437","1979-07-13","11.08"
"438","1979-07-20","11.08"
"439","1979-07-27","11.08"
"440","1979-08-03","11.08"
"441","1979-08-10","11.08"
"442","1979-08-17","11.08"
"443","1979-08-24","11.1"
"444","1979-08-31","11.13"
"445","1979-09-07","11.2"
"446","1979-09-14","11.3"
"447","1979-09-21","11.35"
"448","1979-09-28","11.35"
"449","1979-10-05","11.35"
"450","1979-10-12","11.45"
"451","1979-10-19","11.75"
"452","1979-10-26","12"
"453","1979-11-02","12.8"
"454","1979-11-09","12.85"
"455","1979-11-16","12.8"
"456","1979-11-23","12.8"
"457","1979-11-30","12.9"
"458","1979-12-07","12.9"
"459","1979-12-14","12.9"
"460","1979-12-21","12.9"
"461","1979-12-28","12.9"
"462","1980-01-04","12.85"
"463","1980-01-11","12.9"
"464","1980-01-18","12.87"
"465","1980-01-25","12.89"
"466","1980-02-01","12.85"
"467","1980-02-08","12.85"
"468","1980-02-15","12.875"
"469","1980-02-22","13.025"
"470","1980-02-29","13.59"
"471","1980-03-07","14"
"472","1980-03-14","15.4"
"473","1980-03-21","15.7"
"474","1980-03-28","16.024999999999999"
"475","1980-04-04","16.350000000000001"
"476","1980-04-11","16.350000000000001"
"477","1980-04-18","16.350000000000001"
"478","1980-04-25","16.25"
"479","1980-05-02","15.9"
"480","1980-05-09","14.675000000000001"
"481","1980-05-16","14.15"
"482","1980-05-23","13.375"
"483","1980-05-30","13.2"
"484","1980-06-06","13.06"
"485","1980-06-13","12.85"
"486","1980-06-20","12.574999999999999"
"487","1980-06-27","12.35"
"488","1980-07-04","12.175000000000001"
"489","1980-07-11","12.225"
"490","1980-07-18","12.175000000000001"
"491","1980-07-25","12.175000000000001"
"492","1980-08-01","12.25"
"493","1980-08-08","12.25"
"494","1980-08-15","12.55"
"495","1980-08-22","12.8"
"496","1980-08-29","12.95"
"497","1980-09-05","13.025"
"498","1980-09-12","13.074999999999999"
"499","1980-09-19","13.25"
"500","1980-09-26","13.425000000000001"
"501","1980-10-03","13.6"
"502","1980-10-10","13.725"
"503","1980-10-17","13.775"
"504","1980-10-24","13.85"
"505","1980-10-31","14"
"506","1980-11-07","14.074999999999999"
"507","1980-11-14","14.175000000000001"
"508","1980-11-21","14.275"
"509","1980-11-28","14.275"
"510","1980-12-05","14.425000000000001"
"511","1980-12-12","14.824999999999999"
"512","1980-12-19","14.95"
"513","1980-12-26","14.95"
"514","1981-01-02","14.95"
"515","1981-01-09","14.8"
"516","1981-01-16","14.85"
"517","1981-01-23","14.85"
"518","1981-01-30","15.07"
"519","1981-02-06","15"
"520","1981-02-13","15.03"
"521","1981-02-20","15.2"
"522","1981-02-27","15.3"
"523","1981-03-06","15.4"
"524","1981-03-13","15.4"
"525","1981-03-20","15.4"
"526","1981-03-27","15.4"
"527","1981-04-03","15.4"
"528","1981-04-10","15.5"
"529","1981-04-17","15.65"
"530","1981-04-24","15.77"
"531","1981-05-01","15.82"
"532","1981-05-08","16.12"
"533","1981-05-15","16.64"
"534","1981-05-22","16.63"
"535","1981-05-29","16.8"
"536","1981-06-05","16.760000000000002"
"537","1981-06-12","16.690000000000001"
"538","1981-06-19","16.71"
"539","1981-06-26","16.62"
"540","1981-07-03","16.64"
"541","1981-07-10","16.79"
"542","1981-07-17","16.739999999999998"
"543","1981-07-24","16.88"
"544","1981-07-31","17.11"
"545","1981-08-07","17.13"
"546","1981-08-14","17.27"
"547","1981-08-21","17.260000000000002"
"548","1981-08-28","17.48"
"549","1981-09-04","17.79"
"550","1981-09-11","18.22"
"551","1981-09-18","18.27"
"552","1981-09-25","18.36"
"553","1981-10-02","18.28"
"554","1981-10-09","18.63"
"555","1981-10-16","18.53"
"556","1981-10-21","18.39"
"557","1981-10-30","18.440000000000001"
"558","1981-11-06","18.37"
"559","1981-11-13","18.02"
"560","1981-11-20","17.7"
"561","1981-11-27","17.21"
"562","1981-12-04","16.899999999999999"
"563","1981-12-11","16.940000000000001"
"564","1981-12-18","16.899999999999999"
"565","1981-12-25","16.95"
"566","1981-12-31","17.04"
"567","1982-01-08","17.3"
"568","1982-01-15","17.440000000000001"
"569","1982-01-22","17.61"
"570","1982-01-29","17.59"
"571","1982-02-05","17.559999999999999"
"572","1982-02-12","17.649999999999999"
"573","1982-02-19","17.66"
"574","1982-02-26","17.52"
"575","1982-03-05","17.29"
"576","1982-03-12","17.190000000000001"
"577","1982-03-19","17.12"
"578","1982-03-26","17.04"
"579","1982-04-02","16.95"
"580","1982-04-09","16.91"
"581","1982-04-16","16.93"
"582","1982-04-23","16.86"
"583","1982-04-30","16.809999999999999"
"584","1982-05-07","16.78"
"585","1982-05-14","16.63"
"586","1982-05-21","16.670000000000002"
"587","1982-05-28","16.63"
"588","1982-06-04","16.649999999999999"
"589","1982-06-11","16.7"
"590","1982-06-18","16.71"
"591","1982-06-25","16.73"
"592","1982-07-02","16.87"
"593","1982-07-09","16.93"
"594","1982-07-16","16.88"
"595","1982-07-23","16.75"
"596","1982-07-30","16.649999999999999"
"597","1982-08-06","16.55"
"598","1982-08-13","16.440000000000001"
"599","1982-08-20","16.21"
"600","1982-08-27","15.88"
"601","1982-09-03","15.59"
"602","1982-09-10","15.56"
"603","1982-09-17","15.38"
"604","1982-09-24","15.19"
"605","1982-10-01","15.13"
"606","1982-10-08","14.96"
"607","1982-10-15","14.6"
"608","1982-10-22","14.2"
"609","1982-10-29","14.15"
"610","1982-11-05","13.91"
"611","1982-11-12","13.84"
"612","1982-11-19","13.78"
"613","1982-11-26","13.77"
"614","1982-12-03","13.66"
"615","1982-12-10","13.66"
"616","1982-12-17","13.63"
"617","1982-12-24","13.6"
"618","1982-12-31","13.57"
"619","1983-01-07","13.46"
"620","1983-01-14","13.31"
"621","1983-01-21","13.12"
"622","1983-01-28","13.1"
"623","1983-02-04","13.06"
"624","1983-02-11","13.06"
"625","1983-02-18","13.07"
"626","1983-02-25","12.98"
"627","1983-03-04","12.74"
"628","1983-03-11","12.79"
"629","1983-03-18","12.81"
"630","1983-03-25","12.86"
"631","1983-04-01","12.82"
"632","1983-04-08","12.82"
"633","1983-04-15","12.79"
"634","1983-04-22","12.75"
"635","1983-04-29","12.73"
"636","1983-05-06","12.71"
"637","1983-05-13","12.59"
"638","1983-05-20","12.55"
"639","1983-05-27","12.68"
"640","1983-06-03","12.74"
"641","1983-06-10","12.82"
"642","1983-06-17","12.96"
"643","1983-06-24","12.96"
"644","1983-07-01","13.08"
"645","1983-07-08","13.3"
"646","1983-07-15","13.5"
"647","1983-07-22","13.58"
"648","1983-07-29","13.65"
"649","1983-08-05","13.73"
"650","1983-08-12","13.84"
"651","1983-08-19","13.89"
"652","1983-08-26","13.78"
"653","1983-09-02","13.77"
"654","1983-09-09","13.77"
"655","1983-09-16","13.72"
"656","1983-09-23","13.72"
"657","1983-09-30","13.65"
"658","1983-10-07","13.59"
"659","1983-10-14","13.6"
"660","1983-10-21","13.52"
"661","1983-10-28","13.43"
"662","1983-11-04","13.42"
"663","1983-11-11","13.47"
"664","1983-11-18","13.42"
"665","1983-11-25","13.43"
"666","1983-12-02","13.41"
"667","1983-12-09","13.38"
"668","1983-12-16","13.42"
"669","1983-12-23","13.46"
"670","1983-12-30","13.43"
"671","1984-01-06","13.43"
"672","1984-01-13","13.4"
"673","1984-01-20","13.35"
"674","1984-01-27","13.29"
"675","1984-02-03","13.26"
"676","1984-02-10","13.23"
"677","1984-02-17","13.19"
"678","1984-02-24","13.25"
"679","1984-03-02","13.23"
"680","1984-03-09","13.3"
"681","1984-03-16","13.37"
"682","1984-03-23","13.48"
"683","1984-03-30","13.55"
"684","1984-04-06","13.63"
"685","1984-04-13","13.58"
"686","1984-04-20","13.67"
"687","1984-04-27","13.73"
"688","1984-05-04","13.78"
"689","1984-05-11","13.87"
"690","1984-05-18","14.04"
"691","1984-05-25","14.08"
"692","1984-06-01","14.29"
"693","1984-06-08","14.33"
"694","1984-06-15","14.47"
"695","1984-06-22","14.49"
"696","1984-06-29","14.5"
"697","1984-07-06","14.66"
"698","1984-07-13","14.68"
"699","1984-07-20","14.66"
"700","1984-07-27","14.67"
"701","1984-08-03","14.68"
"702","1984-08-10","14.54"
"703","1984-08-17","14.39"
"704","1984-08-24","14.36"
"705","1984-08-31","14.38"
"706","1984-09-07","14.42"
"707","1984-09-14","14.43"
"708","1984-09-21","14.29"
"709","1984-09-28","14.26"
"710","1984-10-05","14.18"
"711","1984-10-12","14.19"
"712","1984-10-19","14.1"
"713","1984-10-26","14.05"
"714","1984-11-02","13.85"
"715","1984-11-09","13.74"
"716","1984-11-16","13.63"
"717","1984-11-23","13.55"
"718","1984-11-30","13.42"
"719","1984-12-07","13.2"
"720","1984-12-14","13.2"
"721","1984-12-21","13.18"
"722","1984-12-28","13.14"
"723","1985-01-04","13.1"
"724","1985-01-11","13.12"
"725","1985-01-18","13.12"
"726","1985-01-25","12.96"
"727","1985-02-01","12.93"
"728","1985-02-08","12.91"
"729","1985-02-15","12.9"
"730","1985-02-22","12.94"
"731","1985-03-01","13.02"
"732","1985-03-08","13.1"
"733","1985-03-15","13.2"
"734","1985-03-22","13.24"
"735","1985-03-29","13.29"
"736","1985-04-05","13.27"
"737","1985-04-12","13.23"
"738","1985-04-19","13.16"
"739","1985-04-26","13.12"
"740","1985-05-03","13.07"
"741","1985-05-10","13.02"
"742","1985-05-17","12.94"
"743","1985-05-24","12.83"
"744","1985-05-31","12.71"
"745","1985-06-07","12.39"
"746","1985-06-14","12.27"
"747","1985-06-21","12.05"
"748","1985-06-28","12.15"
"749","1985-07-05","12.13"
"750","1985-07-12","12.03"
"751","1985-07-19","11.94"
"752","1985-07-26","12.03"
"753","1985-08-02","12.17"
"754","1985-08-09","12.23"
"755","1985-08-16","12.24"
"756","1985-08-23","12.18"
"757","1985-08-30","12.11"
"758","1985-09-06","12.15"
"759","1985-09-13","12.24"
"760","1985-09-20","12.21"
"761","1985-09-27","12.17"
"762","1985-10-04","12.17"
"763","1985-10-11","12.17"
"764","1985-10-18","12.13"
"765","1985-10-25","12.07"
"766","1985-11-01","12.01"
"767","1985-11-08","11.9"
"768","1985-11-15","11.79"
"769","1985-11-22","11.64"
"770","1985-11-29","11.58"
"771","1985-12-06","11.5"
"772","1985-12-13","11.31"
"773","1985-12-20","11.14"
"774","1985-12-27","11.09"
"775","1986-01-03","10.81"
"776","1986-01-10","10.77"
"777","1986-01-17","10.99"
"778","1986-01-24","10.97"
"779","1986-01-31","10.89"
"780","1986-02-07","10.85"
"781","1986-02-14","10.8"
"782","1986-02-21","10.68"
"783","1986-02-28","10.51"
"784","1986-03-07","10.199999999999999"
"785","1986-03-14","10.01"
"786","1986-03-21","10.01"
"787","1986-03-28","10.1"
"788","1986-04-04","9.99"
"789","1986-04-11","9.98"
"790","1986-04-18","9.92"
"791","1986-04-25","9.86"
"792","1986-05-02","9.9"
"793","1986-05-09","10"
"794","1986-05-16","10.08"
"795","1986-05-23","10.36"
"796","1986-05-30","10.38"
"797","1986-06-06","10.74"
"798","1986-06-13","10.76"
"799","1986-06-20","10.61"
"800","1986-06-27","10.62"
"801","1986-07-04","10.61"
"802","1986-07-11","10.59"
"803","1986-07-18","10.43"
"804","1986-07-25","10.4"
"805","1986-08-01","10.4"
"806","1986-08-08","10.4"
"807","1986-08-15","10.23"
"808","1986-08-22","10.039999999999999"
"809","1986-08-29","9.93"
"810","1986-09-05","9.9"
"811","1986-09-12","9.9600000000000009"
"812","1986-09-19","10.07"
"813","1986-09-26","10.1"
"814","1986-10-03","10.08"
"815","1986-10-10","9.99"
"816","1986-10-17","9.9600000000000009"
"817","1986-10-24","9.9499999999999993"
"818","1986-10-31","9.89"
"819","1986-11-07","9.83"
"820","1986-11-14","9.81"
"821","1986-11-21","9.64"
"822","1986-11-28","9.5"
"823","1986-12-05","9.3000000000000007"
"824","1986-12-12","9.35"
"825","1986-12-19","9.3000000000000007"
"826","1986-12-26","9.2899999999999991"
"827","1987-01-02","9.3699999999999992"
"828","1987-01-09","9.32"
"829","1987-01-16","9.2100000000000009"
"830","1987-01-23","9.0399999999999991"
"831","1987-01-30","9.08"
"832","1987-02-06","9.06"
"833","1987-02-13","9.09"
"834","1987-02-20","9.11"
"835","1987-02-27","9.07"
"836","1987-03-06","9.0299999999999994"
"837","1987-03-13","9.0500000000000007"
"838","1987-03-20","9.0299999999999994"
"839","1987-03-27","9.0299999999999994"
"840","1987-04-03","9.26"
"841","1987-04-10","9.43"
"842","1987-04-17","10.27"
"843","1987-04-24","10.37"
"844","1987-05-01","10.47"
"845","1987-05-08","10.52"
"846","1987-05-15","10.48"
"847","1987-05-22","10.81"
"848","1987-05-29","10.7"
"849","1987-06-05","10.7"
"850","1987-06-12","10.66"
"851","1987-06-19","10.44"
"852","1987-06-26","10.35"
"853","1987-07-03","10.36"
"854","1987-07-10","10.3"
"855","1987-07-17","10.23"
"856","1987-07-24","10.23"
"857","1987-07-31","10.27"
"858","1987-08-07","10.35"
"859","1987-08-14","10.34"
"860","1987-08-21","10.3"
"861","1987-08-28","10.33"
"862","1987-09-04","10.63"
"863","1987-09-11","10.91"
"864","1987-09-18","10.99"
"865","1987-09-25","11.02"
"866","1987-10-02","11.18"
"867","1987-10-09","11.21"
"868","1987-10-16","11.58"
"869","1987-10-23","11.36"
"870","1987-10-30","10.97"
"871","1987-11-06","10.79"
"872","1987-11-13","10.66"
"873","1987-11-20","10.6"
"874","1987-11-27","10.55"
"875","1987-12-04","10.6"
"876","1987-12-11","10.66"
"877","1987-12-18","10.69"
"878","1987-12-25","10.64"
"879","1987-12-31","10.61"
"880","1988-01-08","10.5"
"881","1988-01-15","10.53"
"882","1988-01-22","10.34"
"883","1988-01-29","10.16"
"884","1988-02-05","9.94"
"885","1988-02-12","9.84"
"886","1988-02-19","9.92"
"887","1988-02-26","9.8699999999999992"
"888","1988-03-04","9.85"
"889","1988-03-11","9.9600000000000009"
"890","1988-03-18","9.92"
"891","1988-03-25","9.99"
"892","1988-04-01","10.050000000000001"
"893","1988-04-08","10.19"
